name,country,season_year,matches_won,matches_lost,titles,grand_slams,headshot
Marcos Giron,USA,2022,18,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Giron_RGQ19_%2842%29_%2848002686247%29.jpg/330px-Giron_RGQ19_%2842%29_%2848002686247%29.jpg
Sebastian Baez,ARG,2022,26,30,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Baez_RG22_%28cropped%29.jpg/330px-Baez_RG22_%28cropped%29.jpg
Peter Gojowczyk,GER,2022,4,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Gojowczyk_MLC21_%283%29.jpg/330px-Gojowczyk_MLC21_%283%29.jpg
Adrian Mannarino,FRA,2022,28,26,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Adrian_Mannarino_%282024_DC_Open%29_01_%28cropped%29.jpg/330px-Adrian_Mannarino_%282024_DC_Open%29_01_%28cropped%29.jpg
Andy Murray,GBR,2022,26,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/2015_Australian_Open_-_Andy_Murray_12_%28cropped%29.jpg/330px-2015_Australian_Open_-_Andy_Murray_12_%28cropped%29.jpg
Benoit Paire,FRA,2022,4,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Paire_WMQ23_%2853061698501%29.jpg/330px-Paire_WMQ23_%2853061698501%29.jpg
Alexander Bublik,KAZ,2022,33,27,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Sascha_Bublik_%282023_DC_Open%29_05_%28cropped%29.jpg/330px-Sascha_Bublik_%282023_DC_Open%29_05_%28cropped%29.jpg
Aslan Karatsev,RUS,2022,17,29,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Karatsev_MCM22_%2827%29_%2852036927495%29.jpg/330px-Karatsev_MCM22_%2827%29_%2852036927495%29.jpg
Lorenzo Sonego,ITA,2022,26,29,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Sonego_MCM22_%2822%29_%2852035355412%29.jpg/330px-Sonego_MCM22_%2822%29_%2852035355412%29.jpg
Brandon Nakashima,USA,2022,35,23,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Brandon_Nakashima_%282024_DC_Open%29_01_%28cropped%29.jpg/330px-Brandon_Nakashima_%282024_DC_Open%29_01_%28cropped%29.jpg
Miomir Kecmanovic,SRB,2022,38,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Kecmanovic_RG21_%2811%29_%2851377164760%29.jpg/330px-Kecmanovic_RG21_%2811%29_%2851377164760%29.jpg
Fabio Fognini,ITA,2022,19,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Fabio_Fognini_2018_US_Open_%28cropped%29.jpg/330px-Fabio_Fognini_2018_US_Open_%28cropped%29.jpg
Denis Kudla,USA,2022,6,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Kudla_WMQ23_%2853061887904%29.jpg/330px-Kudla_WMQ23_%2853061887904%29.jpg
Hugo Gaston,FRA,2022,10,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Gaston_BOR22_%2852084213579%29_%28edited%29.jpg/330px-Gaston_BOR22_%2852084213579%29_%28edited%29.jpg
Alejandro Davidovich Fokina,ESP,2022,21,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Alejandro_Davidovich_Fokina_%282023_US_Open%29_06_%28cropped%29.jpg/330px-Alejandro_Davidovich_Fokina_%282023_US_Open%29_06_%28cropped%29.jpg
Oscar Otte,GER,2022,20,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Otte_RG22_%281%29_%2852144099258%29.jpg/330px-Otte_RG22_%281%29_%2852144099258%29.jpg
Federico Coria,ARG,2022,15,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Coria_RG22_%284%29_%2852143065527%29.jpg/330px-Coria_RG22_%284%29_%2852143065527%29.jpg
Sebastian Korda,USA,2022,34,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Sebastian_Korda_%282023_DC_Open%29_02.jpg/330px-Sebastian_Korda_%282023_DC_Open%29_02.jpg
Tomas Martin Etcheverry,ARG,2022,3,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Tom%C3%A1s_Martin_Etcheverry_-_2024_Olympics_%28cropped%29.jpg/330px-Tom%C3%A1s_Martin_Etcheverry_-_2024_Olympics_%28cropped%29.jpg
Carlos Alcaraz,ESP,2022,57,13,5,1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Carlos_Alcaraz_-_240422_192324_%28cropped%29.jpg/330px-25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Carlos_Alcaraz_-_240422_192324_%28cropped%29.jpg
Radu Albot,MDA,2022,9,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Radu_Albot_%282023_DC_Open%29_38_%28cropped%29.jpg/330px-Radu_Albot_%282023_DC_Open%29_38_%28cropped%29.jpg
Carlos Taberner,ESP,2022,5,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Taberner_BOR22_%2852084203644%29.jpg/330px-Taberner_BOR22_%2852084203644%29.jpg
Pablo Andujar,ESP,2022,9,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Andujar_WM19_%2834%29_%2848521860961%29.jpg/330px-Andujar_WM19_%2834%29_%2848521860961%29.jpg
Joao Sousa,POR,2022,15,20,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Sousa_J._RG22_%2818%29_%2852144295269%29.jpg/330px-Sousa_J._RG22_%2818%29_%2852144295269%29.jpg
Jiri Lehecka,CZE,2022,13,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Lehecka_MCM23_%285%29_%2852883527310%29.jpg/330px-Lehecka_MCM23_%285%29_%2852883527310%29.jpg
Albert Ramos,ESP,2022,25,27,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Ramos_Vinolas_MCM22_%284%29_%2852036912745%29.jpg/330px-Ramos_Vinolas_MCM22_%284%29_%2852036912745%29.jpg
Andrey Rublev,RUS,2022,51,20,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Andrey_Rublev_%282023_US_Open%29_02_%28cropped%29.jpg/330px-Andrey_Rublev_%282023_US_Open%29_02_%28cropped%29.jpg
Richard Gasquet,FRA,2022,26,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Gasquet_BOR22_%2852084213479%29.jpg/330px-Gasquet_BOR22_%2852084213479%29.jpg
Nick Kyrgios,AUS,2022,40,12,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Kyrgios_WM19_%2875%29_%2848521949772%29.jpg/330px-Kyrgios_WM19_%2875%29_%2848521949772%29.jpg
Daniel Elahi Galan,COL,2022,14,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Daniel_Elahi_Gal%C3%A1n_%282024_DC_Open%29_01_%28cropped%29.jpg/330px-Daniel_Elahi_Gal%C3%A1n_%282024_DC_Open%29_01_%28cropped%29.jpg
Fernando Verdasco,ESP,2022,5,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Verdasco_RGQ22_%287%29_%2852129516961%29.jpg/330px-Verdasco_RGQ22_%287%29_%2852129516961%29.jpg
Gilles Simon,FRA,2022,7,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Simon_WMQ22_%2821%29_%2852191360834%29.jpg/330px-Simon_WMQ22_%2821%29_%2852191360834%29.jpg
Ilya Ivashka,BLR,2022,22,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Ivashka_MCM22_%281%29_%2852036455488%29.jpg/330px-Ivashka_MCM22_%281%29_%2852036455488%29.jpg
Elias Ymer,SWE,2022,12,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Ymer_WMQ23_%2853062069610%29.jpg/330px-Ymer_WMQ23_%2853062069610%29.jpg
Bernabe Zapata Miralles,ESP,2022,10,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Zapata_Miralles_MCM22_%2811%29_%2852036395616%29.jpg/330px-Zapata_Miralles_MCM22_%2811%29_%2852036395616%29.jpg
Jenson Brooksby,USA,2022,25,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Brooksby_RG21_%2842%29_%2851376192761%29.jpg/330px-Brooksby_RG21_%2842%29_%2851376192761%29.jpg
Jack Sock,USA,2022,7,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Sock_RG18_%2814%29_%2842929335242%29.jpg/330px-Sock_RG18_%2814%29_%2842929335242%29.jpg
Novak Djokovic,SRB,2022,43,7,5,1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Novak_Djokovic_Paris_2024_Olympic_Games_%28cropped%29.jpg/330px-Novak_Djokovic_Paris_2024_Olympic_Games_%28cropped%29.jpg
Borna Coric,CRO,2022,20,13,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Coric_RG22_%2840%29_%2852144326399%29.jpg/330px-Coric_RG22_%2840%29_%2852144326399%29.jpg
Jack Draper,GBR,2022,19,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Draper_MCM23_%2855%29_%2852883527225%29.jpg/330px-Draper_MCM23_%2855%29_%2852883527225%29.jpg
Stan Wawrinka,SUI,2022,8,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Wawrinka_RG19_%2816%29_%2848199015787%29.jpg/330px-Wawrinka_RG19_%2816%29_%2848199015787%29.jpg
Dominic Thiem,AUT,2022,18,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Thiem_MCM23_%2861%29_%2852883593873%29.jpg/330px-Thiem_MCM23_%2861%29_%2852883593873%29.jpg
Jason Kubler,AUS,2022,11,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Kubler_RGQ22_%2811%29_%2852129798709%29.jpg/330px-Kubler_RGQ22_%2811%29_%2852129798709%29.jpg
Tim Van Rijthoven,NED,2022,9,6,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Van_Rijthoven_RGQ22_%2824%29_%2852129540083%29.jpg/330px-Van_Rijthoven_RGQ22_%2824%29_%2852129540083%29.jpg
Marc Andrea Huesler,SUI,2022,11,12,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Marc-Andrea_H%C3%BCsler.jpg/330px-Marc-Andrea_H%C3%BCsler.jpg
Taylor Fritz,USA,2023,53,24,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Taylor_Fritz_-_Delray_Beach_Open_Final_Round_%28cropped%29.jpg/330px-Taylor_Fritz_-_Delray_Beach_Open_Final_Round_%28cropped%29.jpg
Matteo Berrettini,ITA,2023,12,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Matteo_Berrettini_at_2025_Miami_Open_01_%28cropped%29_%28cropped%29.jpg/330px-Matteo_Berrettini_at_2025_Miami_Open_01_%28cropped%29_%28cropped%29.jpg
Frances Tiafoe,USA,2023,39,21,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/FrancesTiafo.jpg/330px-FrancesTiafo.jpg
Lorenzo Musetti,ITA,2023,33,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Musetti_MCM23_%2811%29_%2852883593753%29.jpg/330px-Musetti_MCM23_%2811%29_%2852883593753%29.jpg
Hubert Hurkacz,POL,2023,45,23,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Hubi_Hurkacz_%282023_DC_Open%29_01.jpg/330px-Hubi_Hurkacz_%282023_DC_Open%29_01.jpg
Stefanos Tsitsipas,GRE,2023,50,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Tsitsipas_S._MCM22_%28cropped%29.jpg/330px-Tsitsipas_S._MCM22_%28cropped%29.jpg
Borna Coric,CRO,2023,22,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Coric_RG22_%2840%29_%2852144326399%29.jpg/330px-Coric_RG22_%2840%29_%2852144326399%29.jpg
Borna Gojo,CRO,2023,12,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Gojo_MLC21.jpg/330px-Gojo_MLC21.jpg
Cameron Norrie,GBR,2023,36,25,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Norrie_MCM23_%2817%29_%2852883520940%29.jpg/330px-Norrie_MCM23_%2817%29_%2852883520940%29.jpg
David Goffin,BEL,2023,10,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/David_Goffin_%282024_DC_Open%29_03_%28cropped%29.jpg/330px-David_Goffin_%282024_DC_Open%29_03_%28cropped%29.jpg
Grigor Dimitrov,BUL,2023,42,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Grigor_Dimitrov_%282023_DC_Open%29_01.jpg/330px-Grigor_Dimitrov_%282023_DC_Open%29_01.jpg
Stan Wawrinka,SUI,2023,27,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Wawrinka_RG19_%2816%29_%2848199015787%29.jpg/330px-Wawrinka_RG19_%2816%29_%2848199015787%29.jpg
Marc Andrea Huesler,SUI,2023,11,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Marc-Andrea_H%C3%BCsler.jpg/330px-Marc-Andrea_H%C3%BCsler.jpg
Alexander Bublik,KAZ,2023,24,28,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Sascha_Bublik_%282023_DC_Open%29_05_%28cropped%29.jpg/330px-Sascha_Bublik_%282023_DC_Open%29_05_%28cropped%29.jpg
Alexander Zverev,GER,2023,55,27,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Alexander_Zverev.jpg/330px-Alexander_Zverev.jpg
Oscar Otte,GER,2023,6,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Otte_RG22_%281%29_%2852144099258%29.jpg/330px-Otte_RG22_%281%29_%2852144099258%29.jpg
Jiri Lehecka,CZE,2023,35,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Lehecka_MCM23_%285%29_%2852883527310%29.jpg/330px-Lehecka_MCM23_%285%29_%2852883527310%29.jpg
Tomas Machac,CZE,2023,8,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Machac_WMQ23_%2853062093175%29.jpg/330px-Machac_WMQ23_%2853062093175%29.jpg
Alex De Minaur,AUS,2023,48,26,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Alex_de_Minaur_2024.jpg/330px-Alex_de_Minaur_2024.jpg
Jason Kubler,AUS,2023,13,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Kubler_RGQ22_%2811%29_%2852129798709%29.jpg/330px-Kubler_RGQ22_%2811%29_%2852129798709%29.jpg
Albert Ramos,ESP,2023,12,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Ramos_Vinolas_MCM22_%284%29_%2852036912745%29.jpg/330px-Ramos_Vinolas_MCM22_%284%29_%2852036912745%29.jpg
Casper Ruud,NOR,2023,36,23,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Ruud_RG22_%2858%29_%2852144535415%29.jpg/330px-Ruud_RG22_%2858%29_%2852144535415%29.jpg
Arthur Rinderknech,FRA,2023,13,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Rinderknech_MCM22_%2816%29_%2852036912945%29.jpg/330px-Rinderknech_MCM22_%2816%29_%2852036912945%29.jpg
Adrian Mannarino,FRA,2023,43,24,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Adrian_Mannarino_%282024_DC_Open%29_01_%28cropped%29.jpg/330px-Adrian_Mannarino_%282024_DC_Open%29_01_%28cropped%29.jpg
Francisco Cerundolo,ARG,2023,38,26,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Cerundolo_MCM23_%2821%29_%2852883527185%29.jpg/330px-Cerundolo_MCM23_%2821%29_%2852883527185%29.jpg
Federico Coria,ARG,2023,7,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Coria_RG22_%284%29_%2852143065527%29.jpg/330px-Coria_RG22_%284%29_%2852143065527%29.jpg
Novak Djokovic,SRB,2023,56,7,7,3,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Novak_Djokovic_Paris_2024_Olympic_Games_%28cropped%29.jpg/330px-Novak_Djokovic_Paris_2024_Olympic_Games_%28cropped%29.jpg
Sebastian Korda,USA,2023,26,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Sebastian_Korda_%282023_DC_Open%29_02.jpg/330px-Sebastian_Korda_%282023_DC_Open%29_02.jpg
Daniil Medvedev,RUS,2023,67,18,5,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Danill_Medvedev_Miami_2019_%28cropped%29.jpg/330px-Danill_Medvedev_Miami_2019_%28cropped%29.jpg
Yoshihito Nishioka,JPN,2023,20,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Yoshi_Nishioka_%282023_DC_Open%29_05.jpg/330px-Yoshi_Nishioka_%282023_DC_Open%29_05.jpg
Denis Shapovalov,CAN,2023,13,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Denis_Shapovalov%2C_Swiss_Indoors_Basel_2025_%28cropped%29.jpg/330px-Denis_Shapovalov%2C_Swiss_Indoors_Basel_2025_%28cropped%29.jpg
Karen Khachanov,RUS,2023,34,18,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Karen_Khachanov_%282024_DC_Open%29_02.jpg/330px-Karen_Khachanov_%282024_DC_Open%29_02.jpg
Jannik Sinner,ITA,2023,66,18,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Jannik_Sinner_2025_US_Open.jpg/330px-Jannik_Sinner_2025_US_Open.jpg
Alexei Popyrin,AUS,2023,24,23,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Popyrin_RG19_%2846%29_%2848199101562%29.jpg/330px-Popyrin_RG19_%2846%29_%2848199101562%29.jpg
Quentin Halys,FRA,2023,15,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Halys_BOR22_%2852084206029%29.jpg/330px-Halys_BOR22_%2852084206029%29.jpg
Roman Safiullin,RUS,2023,20,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Safiullin_MLC21_%2851602479998%29.jpg/330px-Safiullin_MLC21_%2851602479998%29.jpg
Miomir Kecmanovic,SRB,2023,27,30,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Kecmanovic_RG21_%2811%29_%2851377164760%29.jpg/330px-Kecmanovic_RG21_%2811%29_%2851377164760%29.jpg
Jack Draper,GBR,2023,19,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Draper_MCM23_%2855%29_%2852883527225%29.jpg/330px-Draper_MCM23_%2855%29_%2852883527225%29.jpg
Thanasi Kokkinakis,AUS,2023,16,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Kokkinakis_WMQ23_%2853061887829%29.jpg/330px-Kokkinakis_WMQ23_%2853061887829%29.jpg
Roberto Bautista Agut,ESP,2023,17,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Bautista_Agut_MCM23_%2814%29_%2852883313449%29.jpg/330px-Bautista_Agut_MCM23_%2814%29_%2852883313449%29.jpg
Mackenzie Mcdonald,USA,2023,33,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Mackie_McDonald_%282023_DC_Open%29_01.jpg/330px-Mackie_McDonald_%282023_DC_Open%29_01.jpg
Marcos Giron,USA,2023,24,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Giron_RGQ19_%2842%29_%2848002686247%29.jpg/330px-Giron_RGQ19_%2842%29_%2848002686247%29.jpg
Constant Lestienne,FRA,2023,6,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Lestienne_RGQ19_%288%29_%2848002696316%29.jpg/330px-Lestienne_RGQ19_%288%29_%2848002696316%29.jpg
Mikael Ymer,SWE,2023,12,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Ymer_M._RGQ19_%2821%29_%2848002588912%29.jpg/330px-Ymer_M._RGQ19_%2821%29_%2848002588912%29.jpg
Rinky Hijikata,AUS,2023,11,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Rinky_Hijikata_%282023_Cary%29_%28cropped2%29.jpg/330px-Rinky_Hijikata_%282023_Cary%29_%28cropped2%29.jpg
Lorenzo Sonego,ITA,2023,29,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Sonego_MCM22_%2822%29_%2852035355412%29.jpg/330px-Sonego_MCM22_%2822%29_%2852035355412%29.jpg
Soon Woo Kwon,KOR,2023,7,9,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Kwon_RG22_%2821%29_%2852144070731%29.jpg/330px-Kwon_RG22_%2821%29_%2852144070731%29.jpg
Pedro Cachin,ARG,2023,15,22,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Cachin_RGQ22_%2829%29_%2852129868534%29.jpg/330px-Cachin_RGQ22_%2829%29_%2852129868534%29.jpg
Maxime Cressy,USA,2023,9,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Cressy_MCM23_%2839%29_%2852883156971%29.jpg/330px-Cressy_MCM23_%2839%29_%2852883156971%29.jpg
Andy Murray,GBR,2023,16,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/2015_Australian_Open_-_Andy_Murray_12_%28cropped%29.jpg/330px-2015_Australian_Open_-_Andy_Murray_12_%28cropped%29.jpg
Andrey Rublev,RUS,2023,56,25,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Andrey_Rublev_%282023_US_Open%29_02_%28cropped%29.jpg/330px-Andrey_Rublev_%282023_US_Open%29_02_%28cropped%29.jpg
Holger Rune,DEN,2023,46,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Rune_RG22_%284%29_%2852144534990%29.jpg/330px-Rune_RG22_%284%29_%2852144534990%29.jpg
Daniel Elahi Galan,COL,2023,9,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Daniel_Elahi_Gal%C3%A1n_%282024_DC_Open%29_01_%28cropped%29.jpg/330px-Daniel_Elahi_Gal%C3%A1n_%282024_DC_Open%29_01_%28cropped%29.jpg
Richard Gasquet,FRA,2023,15,25,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Gasquet_BOR22_%2852084213479%29.jpg/330px-Gasquet_BOR22_%2852084213479%29.jpg
Felix Auger Aliassime,CAN,2023,22,20,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/F%C3%A9lix_Auger-Aliassime_%282023_DC_Open%29_01_%28cropped%29.jpg/330px-F%C3%A9lix_Auger-Aliassime_%282023_DC_Open%29_01_%28cropped%29.jpg
Tallon Griekspoor,NED,2023,37,25,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Griekspoor_RG22_%281%29_%2852144112028%29.jpg/330px-Griekspoor_RG22_%281%29_%2852144112028%29.jpg
Benjamin Bonzi,FRA,2023,15,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Bonzi_MLC21_%282%29_%2851602502868%29.jpg/330px-Bonzi_MLC21_%282%29_%2851602502868%29.jpg
Aslan Karatsev,RUS,2023,22,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Karatsev_MCM22_%2827%29_%2852036927495%29.jpg/330px-Karatsev_MCM22_%2827%29_%2852036927495%29.jpg
Botic Van De Zandschulp,NED,2023,23,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Van_de_Zandschulp_MCM22_%2811%29_%2852036444288%29.jpg/330px-Van_de_Zandschulp_MCM22_%2811%29_%2852036444288%29.jpg
Filip Krajinovic,SRB,2023,3,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Krajinovic_MCM23_%2821%29_%2852882575282%29.jpg/330px-Krajinovic_MCM23_%2821%29_%2852882575282%29.jpg
Maximilian Marterer,GER,2023,9,6,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Marterer_WMQ23_%2853061122527%29.jpg/330px-Marterer_WMQ23_%2853061122527%29.jpg
Roberto Carballes Baena,ESP,2023,19,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Carballes_Baena_RG19_%282%29_%2848199369226%29.jpg/330px-Carballes_Baena_RG19_%282%29_%2848199369226%29.jpg
Marco Cecchinato,ITA,2023,11,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Cecchinato_RG18_%2842260493614%29.jpg/330px-Cecchinato_RG18_%2842260493614%29.jpg
Sebastian Baez,ARG,2023,31,26,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Baez_RG22_%28cropped%29.jpg/330px-Baez_RG22_%28cropped%29.jpg
Michael Mmoh,USA,2023,13,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Mmoh_WMQ23_%2853062186043%29.jpg/330px-Mmoh_WMQ23_%2853062186043%29.jpg
Emil Ruusuvuori,FIN,2023,26,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Emil_Ruusuvuori_%282023_DC_Open%29_02_%28cropped%29.jpg/330px-Emil_Ruusuvuori_%282023_DC_Open%29_02_%28cropped%29.jpg
Laslo Djere,SRB,2023,36,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Djere_MCM22_%283%29_%2852036938695%29_edited.jpg/330px-Djere_MCM22_%283%29_%2852036938695%29_edited.jpg
Bernabe Zapata Miralles,ESP,2023,18,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Zapata_Miralles_MCM22_%2811%29_%2852036395616%29.jpg/330px-Zapata_Miralles_MCM22_%2811%29_%2852036395616%29.jpg
Jaume Munar,ESP,2023,15,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Munar_RG19_%2828%29_%2848199153407%29.jpg/330px-Munar_RG19_%2828%29_%2848199153407%29.jpg
Radu Albot,MDA,2023,7,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Radu_Albot_%282023_DC_Open%29_38_%28cropped%29.jpg/330px-Radu_Albot_%282023_DC_Open%29_38_%28cropped%29.jpg
Alex Molcan,SVK,2023,16,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Molcan_RG22_%2824%29_%2852144316774%29.jpg/330px-Molcan_RG22_%2824%29_%2852144316774%29.jpg
Elias Ymer,SWE,2023,5,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Ymer_WMQ23_%2853062069610%29.jpg/330px-Ymer_WMQ23_%2853062069610%29.jpg
Gregoire Barrere,FRA,2023,21,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Barrere_RG21_%2815%29_%2851377190760%29.jpg/330px-Barrere_RG21_%2815%29_%2851377190760%29.jpg
