name,team_abbr,season_year,position,games,ppg,rpg,apg,spg,bpg,fg_pct,fg3_pct,ts_pct,headshot
Ron Brewer,POR,1980,G,82,15.7,2.6,2.6,1.2,0.6,0.464,0.188,0.503,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,,1981,G,75,8.6,1.1,2.0,0.8,0.5,0.436,0.143,0.471,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,POR,1981,G,29,7.5,1.1,1.9,1.2,0.3,0.386,0.333,0.416,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,SA,1981,G,46,9.2,1.2,2.0,0.6,0.5,0.468,0.0,0.506,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,,1982,G,72,18.8,2.2,2.6,1.1,0.4,0.477,0.258,0.519,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,SA,1982,G,25,17.8,2.0,2.7,0.9,0.3,0.504,0.3,0.555,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,CLE,1982,G,47,19.4,2.4,2.6,1.3,0.5,0.465,0.238,0.502,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,,1983,G,74,11.3,1.9,1.3,1.2,0.3,0.426,0.389,0.475,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,CLE,1983,G,21,11.4,1.8,1.3,1.0,0.3,0.4,0.0,0.449,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,GS,1983,G,53,11.3,2.0,1.3,1.3,0.4,0.438,0.467,0.486,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,,1984,G,53,7.8,1.2,0.9,0.5,0.4,0.444,0.214,0.477,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,GS,1984,G,13,5.0,1.0,0.5,0.5,0.4,0.466,0.0,0.496,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,SA,1984,G,40,8.7,1.2,1.1,0.5,0.4,0.441,0.231,0.474,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,,1985,G,20,7.3,1.1,0.8,0.3,0.3,0.525,0.0,0.57,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,NJN,1985,G,11,10.4,1.6,1.0,0.5,0.5,0.583,0.0,0.62,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,,1986,G,44,4.8,1.2,0.9,0.4,0.1,0.384,0.294,0.438,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Brewer,CLE,1986,G,40,5.1,1.3,1.0,0.4,0.1,0.386,0.294,0.441,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
Ron Carter,LAL,1979,G,46,3.1,1.0,0.5,0.4,0.2,0.435,0.0,0.487,
Ron Carter,IND,1980,G,13,2.5,1.5,0.7,0.2,0.2,0.405,0.0,0.399,
Ron Cavenall,NY,1985,C,53,1.5,3.1,0.4,0.2,0.8,0.326,0.0,0.378,
Ron Davis,SDC,1981,F,64,5.8,1.9,0.7,0.6,0.2,0.443,0.25,0.488,
Ron Feiereisel,MNL,1956,G,10,3.0,0.6,0.6,0.0,0.0,0.286,0.0,0.428,
Ron Filipek,PHI,1968,F,19,2.3,1.3,0.4,0.0,0.0,0.383,0.0,0.404,
Ron Grandison,BOS,1989,F,72,2.5,1.3,0.6,0.2,0.0,0.415,0.0,0.499,
Ron Grandison,,1996,F,28,2.3,2.0,0.5,0.4,0.1,0.379,0.286,0.471,
Ron Grandison,MIA,1996,F,18,2.4,2.0,0.6,0.4,0.1,0.333,0.308,0.454,
Ron Harper,CLE,1987,G,82,22.9,4.8,4.8,2.5,1.0,0.455,0.213,0.503,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,CLE,1988,G,57,15.4,3.9,4.9,2.1,0.9,0.464,0.15,0.514,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,CLE,1989,G,82,18.6,5.0,5.3,2.3,0.9,0.511,0.25,0.57,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,,1990,G,35,22.8,5.9,5.2,2.3,1.2,0.473,0.275,0.54,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,LAC,1990,G,28,23.0,5.6,4.8,2.4,1.1,0.481,0.283,0.553,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,LAC,1991,G,39,19.6,4.8,5.4,1.7,0.9,0.391,0.324,0.463,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,LAC,1992,G,82,18.2,5.5,5.1,1.9,0.9,0.44,0.303,0.51,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,LAC,1993,G,80,18.0,5.3,4.5,2.2,0.9,0.451,0.28,0.523,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,LAC,1994,G,75,20.1,6.1,4.6,1.9,0.7,0.426,0.301,0.496,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,CHI,1995,G,77,6.9,2.3,2.0,1.3,0.4,0.426,0.282,0.483,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,CHI,1996,G,80,7.4,2.7,2.6,1.3,0.4,0.467,0.269,0.528,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,CHI,1997,G,76,6.3,2.5,2.5,1.1,0.5,0.436,0.362,0.543,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,CHI,1998,G,82,9.3,3.5,2.9,1.3,0.6,0.441,0.19,0.503,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,CHI,1999,G,35,11.2,5.1,3.3,1.7,1.0,0.377,0.318,0.451,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,LAL,2000,G,80,7.0,4.2,3.4,1.1,0.5,0.399,0.311,0.468,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Harper,LAL,2001,G,47,6.5,3.5,2.4,0.8,0.5,0.469,0.264,0.525,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ron_Harper_2016.jpg/330px-Ron_Harper_2016.jpg
Ron Horn,LAL,1963,F,28,2.6,2.5,0.4,0.0,0.0,0.329,0.0,0.39,
Ron Johnson,,1961,F,14,2.6,2.1,0.1,0.0,0.0,0.302,0.0,0.366,
Ron Knight,POR,1971,F,52,4.2,3.2,1.0,0.0,0.0,0.43,0.0,0.44,
Ron Knight,POR,1972,F,49,5.2,2.4,0.7,0.0,0.0,0.436,0.0,0.449,
Ron Lee,PHX,1977,G,82,10.2,3.6,3.2,1.9,0.4,0.441,0.0,0.476,
Ron Lee,PHX,1978,G,82,12.2,3.1,3.7,2.7,0.2,0.439,0.0,0.478,
Ron Lee,,1979,G,60,8.9,2.8,3.4,1.8,0.1,0.43,0.0,0.469,
Ron Lee,PHX,1979,G,43,9.8,2.6,3.1,1.6,0.1,0.452,0.0,0.49,
Ron Lee,NOJ,1979,G,17,6.7,3.2,4.3,2.2,0.1,0.363,0.0,0.406,
Ron Lee,,1980,G,61,4.8,2.0,4.0,1.6,0.3,0.37,0.373,0.435,
Ron Lee,ATL,1980,G,30,2.2,1.1,2.2,0.5,0.1,0.319,0.0,0.34,
Ron Lee,DET,1980,G,31,7.3,2.9,5.6,2.7,0.4,0.393,0.393,0.474,
Ron Lee,DET,1981,G,82,4.2,2.7,4.4,2.0,0.4,0.35,0.154,0.435,
Ron Lee,DET,1982,G,81,3.4,1.9,3.9,1.4,0.2,0.358,0.305,0.466,
Ron Livingstone,,1950,C,54,8.3,0.0,2.6,0.0,0.0,0.282,0.0,0.341,
Ron Livingstone,BLB,1950,C,16,5.3,0.0,1.5,0.0,0.0,0.245,0.0,0.348,
Ron Livingstone,PHW,1950,C,38,9.6,0.0,3.1,0.0,0.0,0.289,0.0,0.339,
Ron Livingstone,PHW,1951,C,63,4.5,4.7,1.2,0.0,0.0,0.295,0.0,0.354,
Ron Mercer,BOS,1998,G,80,15.3,3.5,2.2,1.6,0.2,0.45,0.107,0.491,
Ron Mercer,BOS,1999,G,41,17.0,3.8,2.5,1.6,0.3,0.431,0.167,0.463,
Ron Mercer,,2000,G,68,16.9,3.7,2.3,1.1,0.3,0.426,0.313,0.479,
Ron Mercer,DEN,2000,G,37,18.3,4.1,2.8,0.9,0.4,0.444,0.385,0.5,
Ron Mercer,ORL,2000,G,31,15.2,3.2,1.7,1.4,0.3,0.402,0.0,0.452,
Ron Mercer,CHI,2001,G,61,19.7,3.9,3.3,1.3,0.4,0.446,0.304,0.492,
Ron Moore,,1988,C,14,1.7,0.6,0.1,0.4,0.0,0.31,0.0,0.369,
Ron Reed,DET,1966,F,57,7.5,5.9,1.6,0.0,0.0,0.355,0.0,0.375,
Ron Reed,DET,1967,F,62,8.5,6.8,1.3,0.0,0.0,0.372,0.0,0.399,
Ron Riley,KCO,1973,F,74,8.4,6.9,1.0,0.0,0.0,0.431,0.0,0.456,
Ron Riley,,1974,F,48,3.9,3.7,0.8,0.4,0.5,0.401,0.0,0.425,
Ron Riley,KCO,1974,F,12,5.2,4.7,0.7,0.2,0.2,0.421,0.0,0.459,
Ron Riley,HOU,1974,F,36,3.4,3.4,0.8,0.4,0.6,0.393,0.0,0.41,
Ron Riley,HOU,1975,F,77,6.0,4.9,1.7,0.7,0.3,0.417,0.0,0.452,
Ron Riley,HOU,1976,F,65,4.1,4.7,1.2,0.5,0.3,0.411,0.0,0.44,
Ron Sobie,NY,1957,G,71,6.8,4.6,1.8,0.0,0.0,0.376,0.0,0.457,
Ron Sobie,NY,1958,G,55,11.5,4.8,2.3,0.0,0.0,0.403,0.0,0.489,
Ron Sobie,NY,1959,G,50,8.0,3.1,1.6,0.0,0.0,0.36,0.0,0.436,
Ron Sobie,,1960,G,16,6.6,3.0,1.3,0.0,0.0,0.343,0.0,0.422,
Ron Sobie,NY,1960,G,15,6.9,3.1,1.3,0.0,0.0,0.346,0.0,0.43,
Ron Watts,BOS,1967,F,27,1.4,1.4,0.0,0.0,0.0,0.25,0.0,0.351,
Ron Williams,SFW,1969,G,75,7.8,2.4,3.3,0.0,0.0,0.42,0.0,0.465,
Ron Williams,SFW,1970,G,80,14.8,2.4,5.3,0.0,0.0,0.432,0.0,0.494,
Ron Williams,SFW,1971,G,82,14.4,3.0,5.9,0.0,0.0,0.436,0.0,0.515,
Ron Williams,GS,1972,G,80,9.7,1.8,3.9,0.0,0.0,0.474,0.0,0.542,
Ron Williams,GS,1973,G,73,6.0,1.1,1.6,0.0,0.0,0.44,0.0,0.488,
Ron Williams,MIL,1974,G,71,6.3,1.0,2.2,0.7,0.0,0.489,0.0,0.525,
Ron Williams,MIL,1975,G,46,3.2,0.9,1.5,0.5,0.0,0.376,0.0,0.416,
Ronnie Lester,CHI,1982,G,75,11.6,2.8,4.8,1.1,0.2,0.501,0.5,0.565,
Ronnie Lester,CHI,1983,G,65,8.1,2.6,5.1,0.8,0.1,0.453,0.0,0.506,
Ronnie Lester,CHI,1984,G,43,5.4,1.1,3.9,0.7,0.1,0.415,0.2,0.513,
Ronnie Lester,LAL,1985,G,32,2.8,0.8,2.5,0.5,0.1,0.415,0.0,0.465,
Ronnie Lester,LAL,1986,G,27,2.5,0.4,2.0,0.3,0.1,0.5,0.0,0.555,
Ronnie Murphy,POR,1988,F,18,2.0,0.6,0.3,0.3,0.1,0.286,0.25,0.334,
Ronnie Valentine,DEN,1981,F,24,3.5,1.2,0.3,0.3,0.2,0.378,0.5,0.395,
Rony Seikaly,MIA,1989,C,78,10.9,7.0,0.7,0.6,1.2,0.448,0.25,0.471,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rony_Seikaly_-_Promo.jpg/330px-Rony_Seikaly_-_Promo.jpg
Rony Seikaly,MIA,1990,C,74,16.6,10.4,1.1,1.1,1.7,0.502,0.0,0.53,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rony_Seikaly_-_Promo.jpg/330px-Rony_Seikaly_-_Promo.jpg
Rony Seikaly,MIA,1991,C,64,16.4,11.1,1.5,0.8,1.3,0.481,0.333,0.522,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rony_Seikaly_-_Promo.jpg/330px-Rony_Seikaly_-_Promo.jpg
Rony Seikaly,MIA,1992,C,79,16.4,11.8,1.4,0.5,1.5,0.489,0.0,0.554,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rony_Seikaly_-_Promo.jpg/330px-Rony_Seikaly_-_Promo.jpg
Rony Seikaly,MIA,1993,C,72,17.1,11.8,1.4,0.5,1.2,0.48,0.125,0.557,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rony_Seikaly_-_Promo.jpg/330px-Rony_Seikaly_-_Promo.jpg
Rony Seikaly,MIA,1994,C,72,15.1,10.3,1.9,0.8,1.4,0.488,0.0,0.55,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rony_Seikaly_-_Promo.jpg/330px-Rony_Seikaly_-_Promo.jpg
Rony Seikaly,GS,1995,C,36,12.1,7.4,1.2,0.6,1.0,0.516,0.0,0.566,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rony_Seikaly_-_Promo.jpg/330px-Rony_Seikaly_-_Promo.jpg
Rony Seikaly,GS,1996,C,64,12.1,7.8,1.1,0.6,1.1,0.502,0.667,0.561,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rony_Seikaly_-_Promo.jpg/330px-Rony_Seikaly_-_Promo.jpg
Rony Seikaly,ORL,1997,C,74,17.3,9.5,1.2,0.7,1.4,0.507,0.0,0.567,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rony_Seikaly_-_Promo.jpg/330px-Rony_Seikaly_-_Promo.jpg
Rony Seikaly,,1998,C,56,13.3,7.0,1.4,0.5,0.8,0.432,0.0,0.514,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rony_Seikaly_-_Promo.jpg/330px-Rony_Seikaly_-_Promo.jpg
Rony Seikaly,ORL,1998,C,47,15.0,7.6,1.5,0.5,0.8,0.441,0.0,0.524,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rony_Seikaly_-_Promo.jpg/330px-Rony_Seikaly_-_Promo.jpg
Rory Sparrow,NJN,1981,G,15,3.7,1.2,2.1,0.9,0.2,0.349,0.0,0.4,
Rory Sparrow,ATL,1982,G,82,10.5,2.7,5.2,1.1,0.2,0.501,0.067,0.539,
Rory Sparrow,,1983,G,81,11.6,2.8,4.9,1.3,0.1,0.484,0.227,0.521,
Rory Sparrow,ATL,1983,G,49,12.6,2.9,4.9,1.4,0.0,0.516,0.2,0.547,
Rory Sparrow,NY,1983,G,32,10.0,2.8,5.0,1.2,0.1,0.43,0.286,0.478,
Rory Sparrow,NY,1984,G,79,10.4,2.4,6.8,1.3,0.1,0.474,0.256,0.514,
Rory Sparrow,NY,1985,G,79,9.9,2.1,7.1,1.0,0.1,0.492,0.226,0.539,
Rory Sparrow,NY,1986,G,74,10.8,2.3,6.4,1.1,0.2,0.477,0.25,0.511,
Rory Sparrow,NY,1987,G,80,7.6,1.4,5.4,0.8,0.1,0.446,0.262,0.483,
Rory Sparrow,,1988,G,58,4.5,1.2,2.9,0.7,0.1,0.399,0.154,0.423,
Rory Sparrow,CHI,1988,G,55,4.5,1.3,2.9,0.7,0.1,0.409,0.167,0.433,
Rory Sparrow,MIA,1989,G,80,12.5,2.7,5.4,1.3,0.2,0.452,0.243,0.486,
Rory Sparrow,MIA,1990,G,82,5.9,1.7,3.6,0.6,0.0,0.412,0.2,0.448,
Rory Sparrow,SAC,1991,G,80,10.4,2.3,4.5,1.0,0.2,0.491,0.397,0.524,
Rory Sparrow,,1992,G,46,2.8,0.6,1.8,0.3,0.1,0.384,0.2,0.405,
Rory Sparrow,LAL,1992,G,42,3.0,0.6,1.9,0.3,0.1,0.399,0.154,0.417,
Rory White,PHX,1983,F,65,5.0,1.6,0.5,0.2,0.0,0.543,0.0,0.575,
Rory White,,1984,F,36,5.2,2.1,0.4,0.4,0.1,0.471,0.0,0.488,
Rory White,PHX,1984,F,22,7.4,2.8,0.6,0.6,0.1,0.479,0.0,0.499,
Rory White,LAC,1985,F,80,4.7,2.4,0.4,0.4,0.2,0.516,0.0,0.562,
Rory White,LAC,1986,F,75,11.7,2.4,1.0,1.0,0.1,0.519,0.111,0.56,
Rory White,LAC,1987,F,68,9.2,2.9,1.2,0.7,0.3,0.48,0.0,0.507,
Roshown McLeod,ATL,1999,F,34,4.8,1.5,0.4,0.1,0.0,0.38,0.1,0.443,
Roshown McLeod,ATL,2000,F,44,7.2,3.1,1.2,0.4,0.1,0.395,0.154,0.438,
Roshown McLeod,,2001,F,35,9.6,3.4,1.7,0.7,0.2,0.437,0.091,0.475,
Roshown McLeod,ATL,2001,F,34,9.9,3.5,1.7,0.7,0.2,0.436,0.095,0.475,
Rowland Garrett,CHI,1973,F,35,3.6,1.7,0.2,0.0,0.0,0.441,0.0,0.475,
Rowland Garrett,CHI,1974,F,41,3.8,1.7,0.3,0.1,0.2,0.37,0.0,0.396,
Rowland Garrett,CHI,1975,F,70,7.6,3.5,0.6,0.3,0.2,0.481,0.0,0.516,
Rowland Garrett,,1976,F,55,4.9,2.1,0.3,0.5,0.1,0.419,0.0,0.469,
Rowland Garrett,CHI,1976,F,14,10.9,5.4,0.5,0.6,0.3,0.435,0.0,0.505,
Rowland Garrett,CLE,1976,F,41,2.9,1.0,0.2,0.4,0.1,0.402,0.0,0.429,
Rowland Garrett,,1977,F,62,4.1,1.8,0.4,0.3,0.2,0.444,0.0,0.484,
Rowland Garrett,CLE,1977,F,29,3.4,1.4,0.2,0.2,0.1,0.43,0.0,0.477,
Rowland Garrett,MIL,1977,F,33,4.7,2.2,0.6,0.4,0.2,0.452,0.0,0.488,
Roy Hamilton,DET,1980,G,72,4.6,1.5,2.7,0.7,0.1,0.401,0.0,0.472,
Roy Hinson,CLE,1984,F,80,5.5,6.2,0.9,0.4,1.8,0.496,0.0,0.517,
Roy Hinson,CLE,1985,F,76,15.8,7.8,0.9,0.7,2.3,0.503,0.0,0.551,
Roy Hinson,CLE,1986,F,82,19.6,7.8,1.2,0.8,1.4,0.532,0.0,0.578,
Roy Hinson,PHI,1987,F,76,13.9,6.4,0.8,0.6,2.1,0.478,0.0,0.54,
Roy Hinson,,1988,F,77,15.3,6.7,1.3,0.9,1.8,0.487,0.0,0.543,
Roy Hinson,PHI,1988,F,29,11.6,5.8,0.9,0.8,2.3,0.452,0.0,0.513,
Roy Hinson,NJN,1988,F,48,17.6,7.2,1.5,0.9,1.5,0.502,0.0,0.556,
Roy Hinson,NJN,1989,F,82,16.0,6.4,0.9,0.4,1.5,0.482,0.0,0.54,
Roy Hinson,NJN,1990,F,25,15.0,6.9,0.9,0.6,1.1,0.507,0.0,0.57,
Roy Marble,ATL,1990,G,24,2.1,1.0,0.5,0.3,0.0,0.276,0.0,0.36,
Roy Rogers,VAN,1997,F,82,6.6,4.7,0.6,0.3,2.0,0.505,1.0,0.518,
Roy Rogers,,1998,F,15,1.3,1.1,0.1,0.2,0.5,0.36,0.0,0.362,
Roy Rogers,DEN,2000,F,40,2.2,2.0,0.2,0.1,0.9,0.398,0.0,0.42,
Roy Tarpley,DAL,1987,F,75,7.5,7.1,0.7,0.7,1.1,0.467,0.333,0.501,
Roy Tarpley,DAL,1988,F,81,13.5,11.8,1.1,1.3,1.1,0.5,0.0,0.541,
Roy Tarpley,DAL,1989,F,19,17.3,11.5,0.9,1.5,1.6,0.541,0.0,0.577,
Roy Tarpley,DAL,1990,F,45,16.8,13.1,1.5,1.8,1.6,0.451,0.0,0.491,
Roy Tarpley,DAL,1995,C,55,12.6,8.2,1.1,0.8,1.0,0.479,0.278,0.521,
Ruben Garces,,2001,F,13,1.2,2.2,0.4,0.2,0.2,0.318,0.0,0.313,
Ruben Garces,PHX,2001,F,10,1.6,2.2,0.4,0.2,0.1,0.467,0.0,0.432,
Ruben Nembhard,,1997,G,10,4.0,0.8,1.7,0.9,0.0,0.432,0.0,0.483,
Ruben Patterson,LAL,1999,F,24,2.7,1.2,0.1,0.2,0.1,0.412,0.167,0.503,
Ruben Patterson,SEA,2000,F,81,11.6,5.4,1.6,1.2,0.5,0.536,0.444,0.587,
Ruben Patterson,SEA,2001,F,76,13.0,5.0,2.1,1.4,0.6,0.494,0.056,0.544,
Ruben Wolkowyski,SEA,2001,F,34,2.2,1.4,0.1,0.2,0.5,0.316,0.0,0.399,
Rudy LaRusso,MNL,1960,F,71,13.7,9.6,1.2,0.0,0.0,0.389,0.0,0.456,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Rudy_LaRusso.png/330px-Rudy_LaRusso.png
Rudy LaRusso,LAL,1961,F,79,14.6,9.9,1.7,0.0,0.0,0.419,0.0,0.493,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Rudy_LaRusso.png/330px-Rudy_LaRusso.png
Rudy LaRusso,LAL,1962,F,80,17.2,10.3,2.2,0.0,0.0,0.466,0.0,0.526,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Rudy_LaRusso.png/330px-Rudy_LaRusso.png
Rudy LaRusso,LAL,1963,F,75,12.3,10.0,2.5,0.0,0.0,0.422,0.0,0.495,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Rudy_LaRusso.png/330px-Rudy_LaRusso.png
Rudy LaRusso,LAL,1964,F,79,12.3,10.1,2.4,0.0,0.0,0.434,0.0,0.511,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Rudy_LaRusso.png/330px-Rudy_LaRusso.png
Rudy LaRusso,LAL,1965,F,77,14.1,9.4,2.6,0.0,0.0,0.461,0.0,0.536,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Rudy_LaRusso.png/330px-Rudy_LaRusso.png
Rudy LaRusso,LAL,1966,F,76,15.4,8.7,2.2,0.0,0.0,0.457,0.0,0.535,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Rudy_LaRusso.png/330px-Rudy_LaRusso.png
Rudy LaRusso,LAL,1967,F,45,12.8,7.8,1.7,0.0,0.0,0.415,0.0,0.476,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Rudy_LaRusso.png/330px-Rudy_LaRusso.png
Rudy LaRusso,SFW,1968,F,79,21.8,9.4,2.3,0.0,0.0,0.433,0.0,0.514,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Rudy_LaRusso.png/330px-Rudy_LaRusso.png
Rudy LaRusso,SFW,1969,F,75,20.7,8.3,2.1,0.0,0.0,0.41,0.0,0.486,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Rudy_LaRusso.png/330px-Rudy_LaRusso.png
Rudy Macklin,ATL,1982,F,79,7.0,3.3,0.6,0.5,0.3,0.434,0.0,0.495,
Rudy Macklin,ATL,1983,F,73,6.0,2.6,1.0,0.6,0.1,0.472,0.0,0.528,
Rudy Tomjanovich,SDR,1971,F,77,5.3,4.9,0.9,0.0,0.0,0.383,0.0,0.419,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg/330px-Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg
Rudy Tomjanovich,HOU,1972,F,78,15.0,11.8,1.5,0.0,0.0,0.495,0.0,0.526,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg/330px-Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg
Rudy Tomjanovich,HOU,1973,F,81,19.3,11.6,2.2,0.0,0.0,0.478,0.0,0.514,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg/330px-Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg
Rudy Tomjanovich,HOU,1974,F,80,24.5,9.0,3.1,1.1,0.8,0.536,0.0,0.587,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg/330px-Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg
Rudy Tomjanovich,HOU,1975,F,81,20.7,7.6,2.9,0.9,0.3,0.525,0.0,0.565,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg/330px-Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg
Rudy Tomjanovich,HOU,1976,F,79,18.5,8.4,2.4,0.5,0.2,0.517,0.0,0.551,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg/330px-Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg
Rudy Tomjanovich,HOU,1977,F,81,21.6,8.4,2.1,0.7,0.3,0.51,0.0,0.552,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg/330px-Rudy_T_Space_and_Missile_Center_Feb_26%2C_2009.jpg
