name,team_abbr,season_year,position,games,ppg,rpg,apg,spg,bpg,fg_pct,fg3_pct,ts_pct,headshot
Bob Pettit,STL,1958,F,70,24.6,17.4,2.2,0.0,0.0,0.41,0.0,0.492,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Bob_Pettit_1961.jpeg/330px-Bob_Pettit_1961.jpeg
Bob Pettit,STL,1959,F,72,29.2,16.4,3.1,0.0,0.0,0.438,0.0,0.519,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Bob_Pettit_1961.jpeg/330px-Bob_Pettit_1961.jpeg
Bob Pettit,STL,1960,F,72,26.1,17.0,3.6,0.0,0.0,0.438,0.0,0.51,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Bob_Pettit_1961.jpeg/330px-Bob_Pettit_1961.jpeg
Bob Pettit,STL,1961,F,76,27.9,20.3,3.4,0.0,0.0,0.447,0.0,0.511,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Bob_Pettit_1961.jpeg/330px-Bob_Pettit_1961.jpeg
Bob Pettit,STL,1962,F,78,31.1,18.7,3.7,0.0,0.0,0.45,0.0,0.522,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Bob_Pettit_1961.jpeg/330px-Bob_Pettit_1961.jpeg
Bob Pettit,STL,1963,F,79,28.4,15.1,3.1,0.0,0.0,0.446,0.0,0.525,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Bob_Pettit_1961.jpeg/330px-Bob_Pettit_1961.jpeg
Bob Pettit,STL,1964,F,80,27.4,15.3,3.2,0.0,0.0,0.463,0.0,0.535,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Bob_Pettit_1961.jpeg/330px-Bob_Pettit_1961.jpeg
Bob Pettit,STL,1965,F,50,22.5,12.4,2.6,0.0,0.0,0.429,0.0,0.51,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Bob_Pettit_1961.jpeg/330px-Bob_Pettit_1961.jpeg
Bob Portman,SFW,1970,G,60,7.0,3.7,0.5,0.0,0.0,0.445,0.0,0.482,
Bob Portman,SFW,1971,G,68,7.6,4.7,1.0,0.0,0.0,0.458,0.0,0.49,
Bob Portman,GS,1972,G,61,3.8,2.2,0.4,0.0,0.0,0.403,0.0,0.467,
Bob Portman,GS,1973,F,32,2.6,1.6,0.2,0.0,0.0,0.457,0.0,0.516,
Bob Priddy,BLB,1953,F,16,2.2,2.2,0.4,0.0,0.0,0.368,0.0,0.408,
Bob Quick,BAL,1969,F,28,3.1,0.9,0.4,0.0,0.0,0.411,0.0,0.471,
Bob Quick,,1970,F,34,5.1,2.2,0.4,0.0,0.0,0.453,0.0,0.514,
Bob Quick,BAL,1970,F,15,2.7,0.8,0.2,0.0,0.0,0.5,0.0,0.557,
Bob Quick,DET,1970,F,19,7.1,3.3,0.6,0.0,0.0,0.441,0.0,0.503,
Bob Quick,DET,1971,F,56,8.0,4.1,1.0,0.0,0.0,0.455,0.0,0.535,
Bob Quick,DET,1972,F,18,6.2,2.8,0.6,0.0,0.0,0.476,0.0,0.55,
Bob Royer,DNN,1950,G,42,4.7,0.0,2.0,0.0,0.0,0.338,0.0,0.384,
Bob Rule,SEA,1968,C,82,18.1,9.5,1.2,0.0,0.0,0.489,0.0,0.532,
Bob Rule,SEA,1969,C,82,24.0,11.5,1.7,0.0,0.0,0.469,0.0,0.511,
Bob Rule,SEA,1970,C,80,24.6,10.3,1.8,0.0,0.0,0.463,0.0,0.506,
Bob Rule,,1972,C,76,15.1,7.0,1.5,0.0,0.0,0.436,0.0,0.476,
Bob Rule,SEA,1972,C,16,7.1,3.4,0.4,0.0,0.0,0.363,0.0,0.395,
Bob Rule,PHI,1972,C,60,17.2,8.0,1.8,0.0,0.0,0.445,0.0,0.487,
Bob Rule,,1973,C,52,2.7,2.1,0.7,0.0,0.0,0.38,0.0,0.408,
Bob Rule,CLE,1973,C,49,2.9,2.2,0.8,0.0,0.0,0.382,0.0,0.41,
Bob Rule,CLE,1974,C,26,7.2,4.0,1.8,0.5,0.4,0.396,0.0,0.438,
Bob Schafer,,1956,G,54,4.1,1.3,1.0,0.0,0.0,0.3,0.0,0.366,
Bob Schafer,PHW,1956,G,12,2.6,1.1,0.8,0.0,0.0,0.343,0.0,0.385,
Bob Schafer,STL,1956,G,42,4.6,1.4,1.0,0.0,0.0,0.294,0.0,0.364,
Bob Schafer,SYR,1957,G,11,4.5,1.0,1.4,0.0,0.0,0.288,0.0,0.342,
Bob Sims,,1962,G,65,7.8,2.8,2.4,0.0,0.0,0.393,0.0,0.434,
Bob Sims,LAL,1962,G,19,3.3,1.4,0.6,0.0,0.0,0.373,0.0,0.414,
Bob Sims,STL,1962,G,46,9.7,3.4,3.1,0.0,0.0,0.396,0.0,0.437,
Bob Sura,CLE,1996,G,79,5.3,1.7,2.9,0.7,0.3,0.411,0.346,0.5,
Bob Sura,CLE,1997,G,82,9.2,3.8,4.8,1.1,0.4,0.431,0.323,0.519,
Bob Sura,CLE,1998,G,46,5.8,2.0,3.7,1.0,0.2,0.377,0.317,0.463,
Bob Sura,CLE,1999,G,50,4.3,2.0,3.0,0.9,0.3,0.333,0.2,0.419,
Bob Sura,CLE,2000,G,73,13.8,3.9,3.9,1.2,0.3,0.437,0.367,0.545,
Bob Sura,GS,2001,G,53,11.1,4.3,4.6,1.0,0.2,0.39,0.273,0.487,
Bob Thornton,NY,1986,F,71,4.7,4.1,0.6,0.4,0.1,0.456,0.0,0.487,
Bob Thornton,NY,1987,F,33,2.2,1.7,0.2,0.1,0.1,0.433,0.0,0.468,
Bob Thornton,,1988,F,48,3.4,2.3,0.3,0.2,0.1,0.5,0.0,0.532,
Bob Thornton,PHI,1988,F,41,3.6,2.4,0.3,0.2,0.1,0.532,0.0,0.558,
Bob Thornton,PHI,1989,F,54,2.4,1.7,0.3,0.1,0.1,0.423,0.333,0.462,
Bob Thornton,PHI,1990,F,56,2.2,2.4,0.3,0.4,0.2,0.429,0.333,0.457,
Bob Thornton,MIN,1991,F,12,1.3,1.2,0.1,0.0,0.2,0.308,0.0,0.46,
Bob Tough,,1950,G,29,3.9,0.0,1.3,0.0,0.0,0.281,0.0,0.331,
Bob Tough,WAT,1950,G,21,4.1,0.0,1.7,0.0,0.0,0.281,0.0,0.333,
Bob Verga,POR,1974,G,21,5.0,0.9,0.8,0.6,0.0,0.452,0.0,0.486,
Bob Warlick,DET,1966,G,10,2.4,1.6,1.0,0.0,0.0,0.289,0.0,0.295,
Bob Warlick,SFW,1967,G,12,3.0,1.7,0.8,0.0,0.0,0.288,0.0,0.317,
Bob Warlick,SFW,1968,G,69,8.9,3.8,2.3,0.0,0.0,0.421,0.0,0.446,
Bob Warlick,,1969,G,66,7.8,2.3,2.0,0.0,0.0,0.418,0.0,0.449,
Bob Warlick,PHX,1969,G,63,8.0,2.4,2.1,0.0,0.0,0.423,0.0,0.452,
Bob Weiss,SEA,1968,G,82,9.8,1.8,4.2,0.0,0.0,0.43,0.0,0.503,
Bob Weiss,,1969,G,77,6.6,2.1,2.6,0.0,0.0,0.379,0.0,0.444,
Bob Weiss,MIL,1969,G,15,6.6,1.8,1.8,0.0,0.0,0.316,0.0,0.384,
Bob Weiss,CHI,1969,G,62,6.6,2.2,2.8,0.0,0.0,0.397,0.0,0.462,
Bob Weiss,CHI,1970,G,82,11.5,2.8,5.8,0.0,0.0,0.427,0.0,0.488,
Bob Weiss,CHI,1971,G,82,9.5,2.3,4.7,0.0,0.0,0.422,0.0,0.503,
Bob Weiss,CHI,1972,G,82,11.3,2.1,4.6,0.0,0.0,0.43,0.0,0.492,
Bob Weiss,CHI,1973,G,82,8.7,1.8,3.6,0.0,0.0,0.426,0.0,0.486,
Bob Weiss,CHI,1974,G,79,8.5,1.3,3.8,1.3,0.2,0.466,0.0,0.523,
Bob Weiss,BUF,1975,G,76,3.4,1.4,3.4,1.1,0.2,0.391,0.0,0.444,
Bob Weiss,BUF,1976,G,66,3.2,1.0,2.3,0.7,0.2,0.486,0.0,0.522,
Bob Weiss,WSB,1977,G,62,2.5,1.1,2.1,0.9,0.1,0.466,0.0,0.512,
Bob Wiesenhahn,CIN,1962,F,60,2.0,1.9,0.4,0.0,0.0,0.317,0.0,0.342,
Bob Wilkerson,SEA,1977,F,78,6.7,3.3,2.2,0.9,0.1,0.386,0.0,0.42,
Bob Wilkerson,DEN,1978,F,81,11.4,5.9,5.4,1.6,0.3,0.408,0.0,0.448,
Bob Wilkerson,DEN,1979,F,80,11.4,5.2,3.5,1.5,0.3,0.456,0.0,0.482,
Bob Wilkerson,DEN,1980,F,75,13.8,4.2,3.2,1.2,0.4,0.417,0.206,0.458,
Bob Wilkerson,CHI,1981,G,80,10.0,3.5,3.4,1.3,0.3,0.462,0.1,0.507,
Bob Wilkerson,CLE,1982,F,65,11.0,3.8,3.6,1.4,0.4,0.418,0.167,0.471,
Bob Wilkerson,CLE,1983,F,77,6.7,3.1,2.5,0.9,0.2,0.417,0.0,0.459,
Bob Williams,MNL,1956,F,20,3.3,2.7,0.3,0.0,0.0,0.457,0.0,0.502,
Bob Wilson,MLH,1952,G,63,3.7,3.3,1.7,0.0,0.0,0.299,0.0,0.365,
Bobby Cattage,UTAH,1982,F,49,3.1,1.5,0.1,0.1,0.0,0.444,0.0,0.49,
Bobby Cattage,NJN,1986,F,29,3.2,1.2,0.1,0.2,0.0,0.337,0.2,0.449,
Bobby Cook,SHE,1950,G,51,11.5,0.0,3.1,0.0,0.0,0.358,0.0,0.42,
Bobby Hurley,SAC,1994,G,19,7.1,1.8,6.1,0.7,0.1,0.37,0.125,0.421,
Bobby Hurley,SAC,1995,G,68,4.2,1.0,3.3,0.4,0.0,0.363,0.276,0.449,
Bobby Hurley,SAC,1996,G,72,3.1,1.0,3.0,0.4,0.0,0.283,0.289,0.411,
Bobby Hurley,SAC,1997,G,49,2.9,0.8,3.0,0.6,0.1,0.368,0.311,0.482,
Bobby Hurley,,1998,G,61,4.1,1.1,2.9,0.4,0.0,0.391,0.227,0.461,
Bobby Hurley,SAC,1998,G,34,3.8,1.1,2.4,0.4,0.0,0.409,0.267,0.488,
Bobby Hurley,VAN,1998,G,27,4.5,1.1,3.6,0.4,0.0,0.374,0.143,0.435,
Bobby Jackson,DEN,1998,G,68,11.6,4.4,4.7,1.5,0.2,0.392,0.259,0.453,
Bobby Jackson,MIN,1999,G,50,7.1,2.7,3.3,0.8,0.1,0.405,0.37,0.461,
Bobby Jackson,MIN,2000,G,73,5.1,2.1,2.4,0.7,0.1,0.405,0.283,0.474,
Bobby Jackson,SAC,2001,G,79,7.2,3.1,2.0,1.1,0.1,0.439,0.375,0.501,
Bobby Jones,DEN,1977,F,82,15.1,8.3,3.2,2.3,2.0,0.57,0.0,0.605,
Bobby Jones,DEN,1978,F,75,14.5,8.5,3.4,1.8,1.7,0.578,0.0,0.616,
Bobby Jones,PHI,1979,F,80,12.1,6.6,2.5,1.3,1.2,0.537,0.0,0.584,
Bobby Jones,PHI,1980,F,81,13.0,5.6,1.8,1.3,1.5,0.532,0.0,0.59,
Bobby Jones,PHI,1981,F,81,13.5,5.4,2.8,1.2,0.9,0.539,0.0,0.604,
Bobby Jones,PHI,1982,F,76,14.4,5.2,2.5,1.3,1.5,0.564,0.0,0.62,
Bobby Jones,PHI,1983,F,74,9.0,4.6,1.9,1.1,1.2,0.543,0.0,0.603,
Bobby Jones,PHI,1984,F,75,8.3,4.3,2.5,1.4,1.4,0.523,0.0,0.589,
Bobby Jones,PHI,1985,F,80,7.5,3.7,1.9,1.1,0.6,0.538,0.0,0.625,
Bobby Jones,PHI,1986,F,70,7.0,2.4,1.8,0.7,0.7,0.559,0.0,0.612,
Bobby Lewis,SFW,1968,G,41,4.4,1.4,1.0,0.0,0.0,0.391,0.0,0.482,
Bobby Lewis,SFW,1969,G,62,5.0,1.8,1.2,0.0,0.0,0.39,0.0,0.455,
Bobby Lewis,SFW,1970,G,73,7.2,2.2,2.7,0.0,0.0,0.382,0.0,0.422,
Bobby Lewis,CLE,1971,G,79,5.9,2.6,3.1,0.0,0.0,0.37,0.0,0.424,
Bobby Phills,CLE,1992,G,10,3.1,0.8,0.4,0.3,0.1,0.429,0.0,0.472,
Bobby Phills,CLE,1993,G,31,3.0,0.5,0.3,0.3,0.1,0.463,0.4,0.5,
Bobby Phills,CLE,1994,G,72,8.3,2.9,1.8,0.9,0.2,0.471,0.083,0.513,
Bobby Phills,CLE,1995,G,80,11.0,3.3,2.2,1.4,0.3,0.414,0.345,0.477,
Bobby Phills,CLE,1996,G,72,14.6,3.6,3.8,1.4,0.4,0.467,0.441,0.564,
Bobby Phills,CLE,1997,G,69,12.6,3.6,3.4,1.6,0.3,0.428,0.394,0.514,
Bobby Phills,CHH,1998,G,62,10.4,3.5,3.0,1.3,0.3,0.446,0.386,0.523,
Bobby Phills,CHH,1999,G,43,14.3,4.0,3.5,1.4,0.6,0.433,0.395,0.537,
Bobby Phills,CHH,2000,G,28,13.6,2.5,2.8,1.5,0.3,0.454,0.33,0.524,
Bobby Smith,MNL,1960,G,10,3.7,3.3,1.4,0.0,0.0,0.241,0.0,0.303,
Bobby Wanzer,ROC,1950,G,67,11.8,0.0,3.2,0.0,0.0,0.414,0.0,0.515,
Bobby Wanzer,ROC,1951,G,68,10.8,3.4,2.7,0.0,0.0,0.401,0.0,0.492,
Bobby Wanzer,ROC,1952,G,66,15.7,5.0,4.0,0.0,0.0,0.425,0.0,0.541,
Bobby Wanzer,ROC,1953,G,70,14.6,5.0,3.6,0.0,0.0,0.367,0.0,0.475,
Bobby Wanzer,ROC,1954,G,72,13.3,5.4,3.5,0.0,0.0,0.386,0.0,0.468,
Bobby Wanzer,ROC,1955,G,72,13.1,5.2,3.4,0.0,0.0,0.395,0.0,0.478,
Bobby Wanzer,ROC,1956,G,72,10.4,3.8,3.1,0.0,0.0,0.376,0.0,0.463,
Bobby Wanzer,ROC,1957,G,21,3.9,1.2,0.4,0.0,0.0,0.469,0.0,0.592,
Bobby Washington,CLE,1971,G,47,7.4,2.2,4.0,0.0,0.0,0.397,0.0,0.471,
Bobby Washington,CLE,1972,G,69,5.1,1.9,3.2,0.0,0.0,0.398,0.0,0.479,
Bobby Watson,,1955,G,63,2.8,1.4,1.3,0.0,0.0,0.323,0.0,0.36,
Bobby Wilson,CHI,1975,G,48,5.8,1.1,0.8,0.5,0.0,0.511,0.0,0.551,
Bobby Wilson,CHI,1976,G,58,7.5,1.6,0.9,0.4,0.0,0.403,0.0,0.425,
Bobby Wilson,BOS,1977,G,25,2.0,0.4,0.6,0.1,0.0,0.322,0.0,0.379,
Bobby Wilson,IND,1978,G,12,2.5,1.0,0.7,0.2,0.1,0.389,0.0,0.402,
Bones McKinney,WSC,1950,F,53,9.3,0.0,1.7,0.0,0.0,0.296,0.0,0.352,
Bones McKinney,,1951,F,44,6.0,4.5,1.9,0.0,0.0,0.312,0.0,0.361,
Bones McKinney,WSC,1951,F,10,2.7,1.9,0.6,0.0,0.0,0.279,0.0,0.293,
Bones McKinney,BOS,1951,F,34,6.9,5.3,2.3,0.0,0.0,0.317,0.0,0.371,
Bones McKinney,BOS,1952,F,63,5.3,2.8,1.8,0.0,0.0,0.325,0.0,0.372,
Bonzi Wells,POR,2000,F,66,8.8,2.8,1.5,1.0,0.2,0.492,0.377,0.54,
Bonzi Wells,POR,2001,F,75,12.7,4.9,2.8,1.3,0.3,0.533,0.34,0.571,
Boo Ellis,MNL,1959,F,72,5.9,5.3,0.8,0.0,0.0,0.43,0.0,0.484,
Boo Ellis,MNL,1960,F,46,3.9,5.1,0.6,0.0,0.0,0.346,0.0,0.41,
Brad Branson,CLE,1982,F,10,5.3,3.3,0.6,0.5,0.4,0.404,0.0,0.463,
Brad Branson,IND,1983,F,62,5.5,2.8,0.7,0.4,0.4,0.425,0.0,0.475,
Brad Daugherty,CLE,1987,C,80,15.7,8.1,3.8,0.6,0.8,0.538,0.0,0.579,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg/330px-Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg
Brad Daugherty,CLE,1988,C,79,18.7,8.4,4.2,0.6,0.7,0.51,0.0,0.563,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg/330px-Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg
Brad Daugherty,CLE,1989,C,78,18.9,9.2,3.7,0.8,0.5,0.538,0.333,0.594,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg/330px-Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg
Brad Daugherty,CLE,1990,C,41,16.8,9.1,3.2,0.7,0.5,0.479,0.0,0.543,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg/330px-Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg
Brad Daugherty,CLE,1991,C,76,21.6,10.9,3.3,1.0,0.6,0.524,0.0,0.583,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg/330px-Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg
Brad Daugherty,CLE,1992,C,73,21.5,10.4,3.6,0.9,1.1,0.57,0.0,0.629,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg/330px-Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg
Brad Daugherty,CLE,1993,C,71,20.2,10.2,4.4,0.7,0.8,0.571,0.5,0.635,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg/330px-Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg
Brad Daugherty,CLE,1994,C,50,17.0,10.2,3.0,0.8,0.7,0.488,0.0,0.566,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg/330px-Brad_Daugherty_NASCAR_Photography_By_Darryl_Moran_%28cropped%29.jpg
Brad Davis,LAL,1978,G,33,2.5,1.1,2.5,0.5,0.1,0.417,0.0,0.484,
Brad Davis,,1979,G,27,2.9,0.6,1.9,0.6,0.1,0.564,0.0,0.599,
Brad Davis,IND,1979,G,22,2.7,0.7,2.0,0.6,0.1,0.523,0.0,0.563,
Brad Davis,,1980,G,18,4.6,0.9,2.8,0.7,0.1,0.556,0.0,0.593,
Brad Davis,UTAH,1980,G,13,5.8,1.2,3.5,0.8,0.1,0.589,0.0,0.62,
Brad Davis,DAL,1981,G,56,11.2,2.7,6.9,0.9,0.2,0.561,0.176,0.626,
Brad Davis,DAL,1982,G,82,12.1,2.8,6.2,0.9,0.1,0.515,0.286,0.569,
Brad Davis,DAL,1983,G,79,11.6,2.5,7.2,1.0,0.1,0.572,0.256,0.631,
Brad Davis,DAL,1984,G,81,11.1,2.3,6.9,1.2,0.2,0.53,0.184,0.593,
Brad Davis,DAL,1985,G,82,10.1,2.4,7.1,1.1,0.1,0.505,0.409,0.596,
Brad Davis,DAL,1986,G,82,9.3,1.8,5.7,0.7,0.2,0.532,0.36,0.634,
Brad Davis,DAL,1987,G,82,7.0,1.4,4.5,0.8,0.1,0.456,0.302,0.564,
Brad Davis,DAL,1988,G,75,7.2,1.4,4.0,0.7,0.2,0.501,0.405,0.581,
Brad Davis,DAL,1989,G,78,6.4,1.4,3.1,0.6,0.2,0.483,0.314,0.574,
Brad Davis,DAL,1990,G,73,6.4,1.3,3.3,0.6,0.1,0.49,0.337,0.575,
Brad Davis,DAL,1991,G,80,5.4,1.5,2.9,0.6,0.2,0.426,0.259,0.507,
Brad Davis,DAL,1992,G,33,2.8,1.0,2.0,0.3,0.1,0.442,0.278,0.497,
Brad Holland,LAL,1980,G,38,2.8,0.4,0.6,0.4,0.0,0.423,0.2,0.477,
Brad Holland,LAL,1981,G,41,3.2,0.7,0.6,0.5,0.0,0.423,0.333,0.49,
Brad Holland,,1982,G,14,4.1,0.9,1.3,0.8,0.1,0.346,0.0,0.353,
Brad Holland,WSB,1982,G,13,4.4,1.0,1.2,0.8,0.1,0.37,0.0,0.381,
Brad Lohaus,BOS,1988,F,70,4.2,2.0,0.7,0.3,0.6,0.496,0.231,0.543,
Brad Lohaus,,1989,F,77,6.5,3.3,0.9,0.4,0.7,0.432,0.091,0.472,
Brad Lohaus,BOS,1989,F,48,5.6,3.0,1.0,0.4,0.5,0.433,0.0,0.463,
Brad Lohaus,SAC,1989,F,29,8.0,3.9,0.6,0.3,1.0,0.431,0.143,0.483,
Brad Lohaus,,1990,F,80,9.2,5.0,2.1,0.7,1.1,0.46,0.343,0.517,
Brad Lohaus,MIN,1990,F,28,7.5,3.9,2.2,0.5,0.8,0.465,0.063,0.492,
Brad Lohaus,MIL,1990,F,52,10.0,5.5,2.0,0.8,1.3,0.458,0.38,0.527,
Brad Lohaus,MIL,1991,F,81,5.3,2.7,0.9,0.6,0.9,0.431,0.277,0.488,
Brad Lohaus,MIL,1992,F,70,5.8,3.6,1.1,0.6,1.0,0.45,0.396,0.54,
Brad Lohaus,MIL,1993,F,80,9.1,3.5,1.6,0.6,0.9,0.461,0.37,0.55,
Brad Lohaus,MIL,1994,F,67,4.0,2.2,0.9,0.4,0.8,0.363,0.343,0.46,
Brad Lohaus,MIA,1995,F,61,4.4,1.7,0.7,0.3,0.4,0.42,0.406,0.562,
Brad Lohaus,,1996,F,55,3.6,1.2,0.8,0.2,0.3,0.406,0.418,0.556,
Brad Lohaus,SA,1996,F,32,3.3,1.0,0.5,0.1,0.2,0.406,0.415,0.55,
Brad Lohaus,NY,1996,F,23,3.9,1.3,1.2,0.3,0.4,0.405,0.421,0.563,
Brad Miller,CHH,1999,C,38,6.3,3.1,0.6,0.2,0.5,0.565,0.5,0.651,
Brad Miller,CHH,2000,C,55,7.7,5.3,0.8,0.4,0.6,0.461,0.0,0.558,
Brad Miller,CHI,2001,C,57,8.9,7.4,1.9,0.6,0.7,0.435,0.2,0.52,
Brad Sellers,CHI,1987,F,80,8.5,4.7,1.3,0.6,0.8,0.455,0.2,0.498,
Brad Sellers,CHI,1988,F,82,9.5,3.0,1.7,0.4,0.8,0.457,0.143,0.496,
Brad Sellers,CHI,1989,F,80,6.9,2.8,1.2,0.4,0.9,0.485,0.5,0.529,
Brad Sellers,,1990,F,59,4.5,1.5,0.6,0.3,0.4,0.406,0.0,0.461,
Brad Sellers,SEA,1990,F,45,4.8,1.6,0.7,0.2,0.4,0.424,0.0,0.483,
Brad Sellers,MIN,1990,F,14,3.4,1.4,0.1,0.4,0.2,0.339,0.0,0.383,
Brad Sellers,DET,1992,F,43,2.4,1.0,0.3,0.0,0.2,0.466,0.0,0.513,
Brad Sellers,MIN,1993,F,54,2.5,1.5,0.9,0.1,0.2,0.377,0.0,0.459,
Brad Wright,NY,1987,F,14,3.7,3.8,0.1,0.2,0.4,0.435,0.0,0.446,
Brady Walker,BOS,1950,F,68,7.5,0.0,1.6,0.0,0.0,0.374,0.0,0.401,
Brady Walker,,1951,F,66,6.1,5.4,1.7,0.0,0.0,0.394,0.0,0.434,
Brady Walker,BOS,1951,F,17,1.8,1.8,0.5,0.0,0.0,0.394,0.0,0.419,
Brady Walker,BLB,1951,F,49,7.5,6.6,2.1,0.0,0.0,0.394,0.0,0.435,
Brady Walker,BLB,1952,F,35,5.8,5.6,1.1,0.0,0.0,0.41,0.0,0.44,
Brendan McCann,NY,1958,G,36,1.9,1.2,1.5,0.0,0.0,0.22,0.0,0.297,
Brent Barry,LAC,1996,G,79,10.1,2.1,2.9,1.2,0.3,0.474,0.416,0.609,
Brent Barry,LAC,1997,G,59,7.5,1.9,2.6,0.9,0.3,0.409,0.324,0.526,
Brent Barry,,1998,G,58,10.9,2.9,2.6,1.1,0.5,0.421,0.393,0.558,
Brent Barry,LAC,1998,G,41,13.7,3.5,3.2,1.2,0.6,0.428,0.4,0.564,
Brent Barry,MIA,1998,G,17,4.1,1.6,1.2,0.8,0.2,0.371,0.353,0.52,
Brent Barry,CHI,1999,G,37,11.1,3.9,3.1,1.1,0.3,0.396,0.302,0.514,
Brent Barry,SEA,2000,G,80,11.8,4.7,3.6,1.3,0.4,0.463,0.411,0.609,
Brent Barry,SEA,2001,G,67,8.8,3.1,3.4,1.2,0.2,0.494,0.476,0.66,
Brent Price,WSB,1993,G,68,3.9,1.5,2.3,0.8,0.0,0.358,0.167,0.424,
Brent Price,WSB,1994,G,65,6.2,1.4,3.3,0.8,0.0,0.433,0.333,0.549,
Brent Price,WSB,1996,G,81,10.0,2.8,5.1,1.0,0.0,0.472,0.462,0.655,
Brent Price,HOU,1997,G,25,5.0,1.2,2.6,0.7,0.0,0.419,0.321,0.551,
Brent Price,HOU,1998,G,72,5.6,1.5,2.7,0.7,0.1,0.413,0.39,0.575,
Brent Price,HOU,1999,G,40,7.3,1.9,2.8,0.8,0.0,0.483,0.411,0.624,
Brent Price,VAN,2000,G,41,3.4,0.9,1.7,0.4,0.0,0.345,0.368,0.518,
Brent Scott,IND,1997,F,16,1.2,0.6,0.2,0.1,0.1,0.471,0.0,0.484,
Brett Szabo,BOS,1997,C,70,2.2,2.4,0.2,0.2,0.5,0.446,0.0,0.517,
Brett Vroman,UTAH,1981,C,11,3.1,2.3,0.8,0.5,0.5,0.37,0.0,0.481,
Brevin Knight,CLE,1998,G,80,9.0,3.2,8.2,2.5,0.2,0.441,0.0,0.515,
Brevin Knight,CLE,1999,G,39,9.6,3.4,7.7,1.8,0.2,0.425,0.0,0.495,
Brevin Knight,CLE,2000,G,65,9.3,3.0,7.0,1.6,0.3,0.412,0.2,0.471,
Brevin Knight,,2001,G,53,6.3,3.2,5.9,1.9,0.1,0.375,0.1,0.416,
Brevin Knight,ATL,2001,G,47,6.9,3.4,6.1,2.0,0.1,0.385,0.1,0.424,
Brian Cardinal,DET,2001,F,15,2.1,1.5,0.2,0.5,0.1,0.323,0.0,0.398,
Brian Davis,MIN,1994,F,68,1.9,0.8,0.3,0.2,0.1,0.317,0.333,0.42,
Brian Evans,ORL,1997,F,14,1.4,0.6,0.5,0.1,0.1,0.364,0.5,0.455,
Brian Evans,,1998,F,72,4.5,1.9,0.8,0.4,0.2,0.394,0.333,0.476,
Brian Evans,ORL,1998,F,44,4.7,1.9,0.7,0.5,0.2,0.374,0.267,0.454,
Brian Evans,NJN,1998,F,28,4.1,1.9,0.9,0.2,0.2,0.434,0.405,0.523,
Brian Evans,,1999,F,16,2.1,1.2,0.9,0.3,0.2,0.295,0.308,0.372,
Brian Evans,NJN,1999,F,11,2.7,1.5,1.3,0.3,0.3,0.324,0.364,0.419,
Brian Grant,SAC,1995,F,80,13.2,7.5,1.2,0.6,1.4,0.511,0.25,0.546,
Brian Grant,SAC,1996,F,78,14.4,7.0,1.6,0.5,1.3,0.507,0.235,0.56,
Brian Grant,SAC,1997,F,24,10.5,5.9,1.2,0.8,1.0,0.44,0.0,0.511,
Brian Grant,POR,1998,F,61,12.1,9.1,1.4,0.7,0.7,0.508,0.0,0.561,
Brian Grant,POR,1999,F,48,11.5,9.8,1.4,0.4,0.7,0.479,0.0,0.571,
Brian Grant,POR,2000,F,63,7.3,5.5,1.0,0.5,0.4,0.491,0.5,0.54,
